Rank,Player,ELO,Games,Wins,Win Rate,Peak,Last
-,DGDKami+9860,1135.1869143554059,4,0.0,0.0%,1200,-9
-,DarkPortents+1248,1134.6640183453649,4,0.0,0.0%,1200,-16
-,marksoz00+1780,1133.6678164212265,6,1.0,16.7%,1170,-15
-,FatBoyyy+6258,1133.318048013253,1,0.0,0.0%,1147,-16
-,ReoWulf+5368,1131.7652275583978,0,0.0,0.0%,1132,0
-,Gagneto+8499,1130.858792297761,0,0.0,0.0%,1131,0
-,PeskyPaul+5583,1129.7175496162781,7,0.5,7.1%,1200,+26
-,Sharkskln+6071,1129.5478236216782,1,0.0,0.0%,1138,-11
-,optimusprawn+9866,1129.4228797869123,3,0.0,0.0%,1154,-9
-,Viggs+9470,1128.3396713192028,5,0.0,0.0%,1200,-6
-,legrandgrand+9040,1127.854895791106,5,0.0,0.0%,1200,-14
-,AxelMcKenzie+19,1127.0877015043689,4,0.0,0.0%,1200,-19
-,TheSillyBilly+6135,1126.3142175203643,2,0.0,0.0%,1154,-16
-,benssoon+802,1126.0423025984533,3,0.0,0.0%,1154,-6
-,sleepylabone+1003,1125.9393777920322,2,0.0,0.0%,1144,-9
-,Krooter+8646,1125.2027864379304,0,0.0,0.0%,1125,0
-,TempExtremal+1625,1124.8494801808874,0,0.0,0.0%,1125,0
-,mkcy3+8006,1124.374451241846,0,0.0,0.0%,1124,0
-,rhino+3915,1124.1403543848485,6,0.0,0.0%,1200,-24
-,rathyAro+1512,1123.9693259655605,10,1.0,10.0%,1208,-14
-,anoretu+9881,1123.8497921136643,5,0.0,0.0%,1200,-8
-,CodPieceZ+7710,1123.1548055957908,0,0.0,0.0%,1123,0
-,Tseka+4826,1122.8702294210173,5,0.0,0.0%,1200,-14
-,EarlofEarl+908,1122.4924527212083,5,0.0,0.0%,1200,-17
-,HeatBeats+9767,1121.5492718011249,6,0.0,0.0%,1200,-13
-,budynzsmalcem+3790,1121.2440980279441,18,2.0,11.1%,1200,-5
-,strypeez+6330,1121.1363504654807,15,1.0,6.7%,1206,-4
-,Darkwonderer+1035,1120.123724962105,7,1.0,14.3%,1149,-9
-,Oppapi+9478,1119.3843096638248,0,0.0,0.0%,1119,0
-,BoMa85+9812,1119.0820467025549,3,0.0,0.0%,1141,-9
-,hauntedpebbles2+8720,1117.7158529868866,0,0.0,0.0%,1118,0
-,nikkan+7933,1117.313501057106,0,0.0,0.0%,1117,0
-,Xman1997+3777,1116.21974141983,2,0.0,0.0%,1139,-18
-,NonStInc.+6190,1116.1806883390525,0,0.0,0.0%,1116,0
-,sparrowhawk+9374,1115.8917138618065,0,0.0,0.0%,1116,0
-,TheFourthJesse+9103,1115.837973502264,40,5.0,12.5%,1257,-3
-,DarthOblivius+1339,1114.2427853072156,75,10.0,13.3%,1294,-3
-,TheWiseFox+8428,1112.267944410759,0,0.0,0.0%,1112,0
-,ermactually+9395,1111.9302854084096,22,2.5,11.4%,1262,-3
-,Trumpet+4282,1111.0922252708567,0,0.0,0.0%,1111,0
-,tunnndz+4720,1110.4210602330086,10,2.0,20.0%,1155,-12
-,HollyKat902+1703,1107.912411406975,8,1.0,12.5%,1241,-25
-,Acelet,1107.6706317409194,0,0.0,0.0%,1108,0
-,Jboooooooooooooooooooom+4776,1107.6449626452866,0,0.0,0.0%,1108,0
-,TurkeyNoNo+9522,1106.5833972636965,31,2.0,6.5%,1246,-5
-,Hossain2020+1837,1106.1748298850243,2,0.0,0.0%,1129,-10
-,Cheesecake271+5205,1104.9301516023024,0,0.0,0.0%,1105,0
-,Gaborever+8187,1103.2577627019143,3,0.0,0.0%,1127,-10
-,Whats02+5282,1102.5377158723647,1,0.0,0.0%,1111,-11
-,re_al_+5392,1101.835999254866,0,0.0,0.0%,1102,0
-,KargDemiau+7823,1098.921391067039,2,0.0,0.0%,1119,-15
-,amjohnson636+3986,1097.7095018830014,7,0.0,0.0%,1200,-13
-,NightTsuki+7092,1096.461238518651,7,0.0,0.0%,1200,-9
-,nutrimentia+2965,1096.4294048597367,9,0.0,0.0%,1200,-9
-,Hurple+6007,1094.6631659046857,3,0.0,0.0%,1127,-4
-,Diyana+933,1092.6868778558965,12,0.0,0.0%,1200,-3
-,Fabius+5370,1090.7457861151572,16,1.0,6.2%,1252,-6
-,HowDoYouDrew+716,1087.7504699659978,13,1.0,7.7%,1235,-3
-,Elijah+6615,1087.412198270381,2,0.0,0.0%,1104,-13
-,Klishu+3272,1087.0602922415364,0,0.0,0.0%,1087,0
-,Maladay+6079,1086.4863498231086,8,0.0,0.0%,1200,-16
-,silverfox+4551,1085.6455916426046,0,0.0,0.0%,1086,0
-,Piechu+7320,1084.2755204261705,36,5.0,13.9%,1234,-5
-,darkcat+794,1083.1296147088942,4,0.0,0.0%,1138,-11
-,RootiredRooter+4390,1081.569903072061,26,0.0,0.0%,1333,-5
-,alevGO+2990,1081.459121632123,17,0.0,0.0%,1194,-5
-,Nate-inator+8253,1079.0445953604785,10,0.0,0.0%,1200,-11
-,Banzai7000+1191,1073.6606273667774,9,0.5,5.6%,1125,-8
-,100pctskillz+6186,1067.45863818054,0,0.0,0.0%,1067,0
-,Doordecat+1475,1067.117021464299,0,0.0,0.0%,1067,0
-,Dizzz+246,1067.0777766275596,0,0.0,0.0%,1067,0
-,Aceosd+1686,1065.0567850490042,1,0.0,0.0%,1067,-5
-,Raybit+2953,1064.82150686144,0,0.0,0.0%,1065,0
-,hanban+3911,1061.8855983502972,0,0.0,0.0%,1062,0
-,Durian+959,1059.2948046902445,17,0.0,0.0%,1200,-1
-,Shrimpster+8461,1055.0731054215473,21,0.0,0.0%,1200,-2
-,blasonmyphemous+8394,1052.6089697997272,15,0.0,0.0%,1200,-3
-,voltigeur+3314,1052.3134100091363,9,0.0,0.0%,1118,-4
-,Wrestler+3756,1047.1501686196848,15,0.0,0.0%,1132,-3
-,Lex25+415,1046.892680409409,0,0.0,0.0%,1047,0
-,cjahwon+6865,1046.8676128585248,87,8.0,9.2%,1112,-1
-,RangerEpic+3948,1044.2632483678717,19,1.0,5.3%,1163,-6
-,Knightochan+8069,1043.9457480968563,17,0.0,0.0%,1200,-4
-,DelSol+6479,1041.8895605440266,26,1.0,3.8%,1184,-3
-,Ljaz7+6925,1035.5760088860877,18,0.0,0.0%,1161,-5
-,BaliHoo+3674,1030.3699386447363,2,0.0,0.0%,1038,-5
-,DawnDiVito+5802,1026.6575350063463,24,2.0,8.3%,1051,-4
-,alex0+3804,1020.2292095035314,23,0.0,0.0%,1200,-2
-,DrCheeseFiend+3515,969.4848634520927,18,0.0,0.0%,1060,-2
-,Munchking+5998,961.1845742480324,26,0.5,1.9%,1047,-4
-,HyenaDon+4502,946.3049965928819,40,0.5,1.2%,1049,-1
